fact_id,category,priority,alias_index,question,canonical_question,answer,answer_hash,source_rows
src_81,business,75,4,哪些机构支持创办了中科生创集团（福建）有限公司？,中科生创集团（福建）有限公司有哪些支持方？,中科生创集团（福建）有限公司系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办的企业。,f4ee922d48ae,81-100
src_81,business,75,5,中科生创集团（福建）有限公司的创办得到了哪些机构的支持？,中科生创集团（福建）有限公司有哪些支持方？,中科生创集团（福建）有限公司系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办的企业。,f4ee922d48ae,81-100
src_81,business,75,6,能介绍一下中科生创集团（福建）有限公司背后的支持机构吗？,中科生创集团（福建）有限公司有哪些支持方？,中科生创集团（福建）有限公司系北京中库控股集团、中国科学院上海高等研究院、中国科学院深圳先进院、中国科学院曼谷创新合作中心等科学机构共同支持下创办的企业。,f4ee922d48ae,81-100
src_501,timeline,65,1,中科生创集团注册成立是何时？,中科生创集团注册成立是何时？,中科生创集团于 2021 年 11 月注册成立。,900663fad9cc,501-520
src_501,timeline,65,2,中科生创集团注册成立何时发生？,中科生创集团注册成立是何时？,中科生创集团于 2021 年 11 月注册成立。,900663fad9cc,501-520
src_501,timeline,65,3,请问中科生创集团注册成立是什么时候的？,中科生创集团注册成立是何时？,中科生创集团于 2021 年 11 月注册成立。,900663fad9cc,501-520
src_501,timeline,65,4,中科生创集团注册成立的时间是？,中科生创集团注册成立是何时？,中科生创集团于 2021 年 11 月注册成立。,900663fad9cc,501-520
src_521,timeline,65,1,中科生创集团获得福州市鼓楼区定向招商是何时？,中科生创集团获得福州市鼓楼区定向招商是何时？,中科生创集团于 2022 年 01 月获得福州市鼓楼区定向招商。,4722ee82dccc,521-540
src_521,timeline,65,2,中科生创集团获得福州市鼓楼区定向招商何时发生？,中科生创集团获得福州市鼓楼区定向招商是何时？,中科生创集团于 2022 年 01 月获得福州市鼓楼区定向招商。,4722ee82dccc,521-540
src_521,timeline,65,3,请问中科生创集团获得福州市鼓楼区定向招商是什么时候的？,中科生创集团获得福州市鼓楼区定向招商是何时？,中科生创集团于 2022 年 01 月获得福州市鼓楼区定向招商。,4722ee82dccc,521-540
src_521,timeline,65,4,中科生创集团获得福州市鼓楼区定向招商的时间是？,中科生创集团获得福州市鼓楼区定向招商是何时？,中科生创集团于 2022 年 01 月获得福州市鼓楼区定向招商。,4722ee82dccc,521-540
src_541,timeline,65,1,中科生创集团获得福州长乐滨海新区定向招商是何时？,中科生创集团获得福州长乐滨海新区定向招商是何时？,中科生创集团于 2022 年 06 月获得福州长乐滨海新区定向招商。,b3c39d6f8f9a,541-560
src_541,timeline,65,2,中科生创集团获得福州长乐滨海新区定向招商何时发生？,中科生创集团获得福州长乐滨海新区定向招商是何时？,中科生创集团于 2022 年 06 月获得福州长乐滨海新区定向招商。,b3c39d6f8f9a,541-560
src_541,timeline,65,3,请问中科生创集团获得福州长乐滨海新区定向招商是什么时候的？,中科生创集团获得福州长乐滨海新区定向招商是何时？,中科生创集团于 2022 年 06 月获得福州长乐滨海新区定向招商。,b3c39d6f8f9a,541-560
src_541,timeline,65,4,中科生创集团获得福州长乐滨海新区定向招商的时间是？,中科生创集团获得福州长乐滨海新区定向招商是何时？,中科生创集团于 2022 年 06 月获得福州长乐滨海新区定向招商。,b3c39d6f8f9a,541-560
src_561,timeline,65,1,中科生创集团总部行政办公区交付使用是何时？,中科生创集团总部行政办公区交付使用是何时？,中科生创集团总部行政办公区于 2022 年 07 月交付使用。,d6d647d865e5,561-580
src_561,timeline,65,2,中科生创集团总部行政办公区交付使用何时发生？,中科生创集团总部行政办公区交付使用是何时？,中科生创集团总部行政办公区于 2022 年 07 月交付使用。,d6d647d865e5,561-580
src_561,timeline,65,3,请问中科生创集团总部行政办公区交付使用是什么时候的？,中科生创集团总部行政办公区交付使用是何时？,中科生创集团总部行政办公区于 2022 年 07 月交付使用。,d6d647d865e5,561-580
src_561,timeline,65,4,中科生创集团总部行政办公区交付使用的时间是？,中科生创集团总部行政办公区交付使用是何时？,中科生创集团总部行政办公区于 2022 年 07 月交付使用。,d6d647d865e5,561-580
src_581,timeline,65,1,中科生创集团研究实验基地交付使用是何时？,中科生创集团研究实验基地交付使用是何时？,中科生创集团研究实验基地于 2022 年 09 月交付使用。,30f340e9e1f8,581-600
src_581,timeline,65,2,中科生创集团研究实验基地交付使用何时发生？,中科生创集团研究实验基地交付使用是何时？,中科生创集团研究实验基地于 2022 年 09 月交付使用。,30f340e9e1f8,581-600
src_581,timeline,65,3,请问中科生创集团研究实验基地交付使用是什么时候的？,中科生创集团研究实验基地交付使用是何时？,中科生创集团研究实验基地于 2022 年 09 月交付使用。,30f340e9e1f8,581-600
src_581,timeline,65,4,中科生创集团研究实验基地交付使用的时间是？,中科生创集团研究实验基地交付使用是何时？,中科生创集团研究实验基地于 2022 年 09 月交付使用。,30f340e9e1f8,581-600
src_601,timeline,65,1,中科生创集团获得支持建设福建省区细胞组织库及细胞制备中心的政策批复是何时？,中科生创集团获得支持建设福建省区细胞组织库及细胞制备中心的政策批复是何时？,中科生创集团于 2022 年 12 月获得关于支持建设福建省区细胞组织库及细胞制备中心的复函批复。,9bdb61c1c78b,601-620
src_601,timeline,65,2,中科生创集团获得支持建设福建省区细胞组织库及细胞制备中心的政策批复何时发生？,中科生创集团获得支持建设福建省区细胞组织库及细胞制备中心的政策批复是何时？,中科生创集团于 2022 年 12 月获得关于支持建设福建省区细胞组织库及细胞制备中心的复函批复。,9bdb61c1c78b,601-620
src_601,timeline,65,3,请问中科生创集团获得支持建设福建省区细胞组织库及细胞制备中心的政策批复是什么时候的？,中科生创集团获得支持建设福建省区细胞组织库及细胞制备中心的政策批复是何时？,中科生创集团于 2022 年 12 月获得关于支持建设福建省区细胞组织库及细胞制备中心的复函批复。,9bdb61c1c78b,601-620
src_601,timeline,65,4,中科生创集团获得支持建设福建省区细胞组织库及细胞制备中心的政策批复的时间是？,中科生创集团获得支持建设福建省区细胞组织库及细胞制备中心的政策批复是何时？,中科生创集团于 2022 年 12 月获得关于支持建设福建省区细胞组织库及细胞制备中心的复函批复。,9bdb61c1c78b,601-620
src_61,timeline,65,1,中科生创集团（福建）有限公司始于哪一年？,中科生创集团（福建）有限公司始于哪一年？,中科生创集团（福建）有限公司成立于 2021 年。,9365aa94ac31,61-80
src_61,timeline,65,2,中科生创集团（福建）有限公司成立于哪一年？,中科生创集团（福建）有限公司始于哪一年？,中科生创集团（福建）有限公司成立于 2021 年。,9365aa94ac31,61-80
src_61,timeline,65,3,请问中科生创集团（福建）有限公司是哪年成立的？,中科生创集团（福建）有限公司始于哪一年？,中科生创集团（福建）有限公司成立于 2021 年。,9365aa94ac31,61-80
src_61,timeline,65,4,中科生创集团（福建）有限公司的成立年份是哪一年？,中科生创集团（福建）有限公司始于哪一年？,中科生创集团（福建）有限公司成立于 2021 年。,9365aa94ac31,61-80
src_621,timeline,65,1,李凌松、郭继彤教授等专家团队到岗中科生创集团是何时？,李凌松、郭继彤教授等专家团队到岗中科生创集团是何时？,李凌松、郭继彤教授等专家团队于 2022 年 12 月到岗中科生创集团。,3110979bdb74,621-640
src_621,timeline,65,2,李凌松、郭继彤教授等专家团队到岗中科生创集团何时发生？,李凌松、郭继彤教授等专家团队到岗中科生创集团是何时？,李凌松、郭继彤教授等专家团队于 2022 年 12 月到岗中科生创集团。,3110979bdb74,621-640
src_621,timeline,65,3,请问李凌松、郭继彤教授等专家团队到岗中科生创集团是什么时候的？,李凌松、郭继彤教授等专家团队到岗中科生创集团是何时？,李凌松、郭继彤教授等专家团队于 2022 年 12 月到岗中科生创集团。,3110979bdb74,621-640
src_621,timeline,65,4,李凌松、郭继彤教授等专家团队到岗中科生创集团的时间是？,李凌松、郭继彤教授等专家团队到岗中科生创集团是何时？,李凌松、郭继彤教授等专家团队于 2022 年 12 月到岗中科生创集团。,3110979bdb74,621-640
src_641,timeline,65,1,福建省区域细胞组织库及制备中心组建成立是何时？,福建省区域细胞组织库及制备中心组建成立是何时？,福建省区域细胞组织库及制备中心于 2022 年 12 月组建成立。,f5987b6de8d4,641-660
src_641,timeline,65,2,福建省区域细胞组织库及制备中心组建成立何时发生？,福建省区域细胞组织库及制备中心组建成立是何时？,福建省区域细胞组织库及制备中心于 2022 年 12 月组建成立。,f5987b6de8d4,641-660
src_641,timeline,65,3,请问福建省区域细胞组织库及制备中心组建成立是什么时候的？,福建省区域细胞组织库及制备中心组建成立是何时？,福建省区域细胞组织库及制备中心于 2022 年 12 月组建成立。,f5987b6de8d4,641-660
src_641,timeline,65,4,福建省区域细胞组织库及制备中心组建成立的时间是？,福建省区域细胞组织库及制备中心组建成立是何时？,福建省区域细胞组织库及制备中心于 2022 年 12 月组建成立。,f5987b6de8d4,641-660
src_661,timeline,65,1,中科生创科技创新中心投入运营是何时？,中科生创科技创新中心投入运营是何时？,中科生创科技创新中心于 2022 年 12 月由姜标院士揭幕启动并投入运营。,0110ea58a4b8,661-680
src_661,timeline,65,2,中科生创科技创新中心投入运营何时发生？,中科生创科技创新中心投入运营是何时？,中科生创科技创新中心于 2022 年 12 月由姜标院士揭幕启动并投入运营。,0110ea58a4b8,661-680
src_661,timeline,65,3,请问中科生创科技创新中心投入运营是什么时候的？,中科生创科技创新中心投入运营是何时？,中科生创科技创新中心于 2022 年 12 月由姜标院士揭幕启动并投入运营。,0110ea58a4b8,661-680
src_661,timeline,65,4,中科生创科技创新中心投入运营的时间是？,中科生创科技创新中心投入运营是何时？,中科生创科技创新中心于 2022 年 12 月由姜标院士揭幕启动并投入运营。,0110ea58a4b8,661-680
src_681,timeline,65,1,中科生创（澳门）生物科技有限公司正式投入运营是何时？,中科生创（澳门）生物科技有限公司正式投入运营是何时？,中科生创（澳门）生物科技有限公司于 2022 年 12 月正式投入运营。,d41873351c91,681-700
src_681,timeline,65,2,中科生创（澳门）生物科技有限公司正式投入运营何时发生？,中科生创（澳门）生物科技有限公司正式投入运营是何时？,中科生创（澳门）生物科技有限公司于 2022 年 12 月正式投入运营。,d41873351c91,681-700
src_681,timeline,65,3,请问中科生创（澳门）生物科技有限公司正式投入运营是什么时候的？,中科生创（澳门）生物科技有限公司正式投入运营是何时？,中科生创（澳门）生物科技有限公司于 2022 年 12 月正式投入运营。,d41873351c91,681-700
src_681,timeline,65,4,中科生创（澳门）生物科技有限公司正式投入运营的时间是？,中科生创（澳门）生物科技有限公司正式投入运营是何时？,中科生创（澳门）生物科技有限公司于 2022 年 12 月正式投入运营。,d41873351c91,681-700
src_701,timeline,65,1,秒小兽产品完成研发并正式投放市场是何时？,秒小兽产品完成研发并正式投放市场是何时？,秒小兽产品于 2023 年 01 月完成研发，正式投放市场。,09d9f3f87950,701-720
src_701,timeline,65,2,秒小兽产品完成研发并正式投放市场何时发生？,秒小兽产品完成研发并正式投放市场是何时？,秒小兽产品于 2023 年 01 月完成研发，正式投放市场。,09d9f3f87950,701-720
src_701,timeline,65,3,请问秒小兽产品完成研发并正式投放市场是什么时候的？,秒小兽产品完成研发并正式投放市场是何时？,秒小兽产品于 2023 年 01 月完成研发，正式投放市场。,09d9f3f87950,701-720
src_701,timeline,65,4,秒小兽产品完成研发并正式投放市场的时间是？,秒小兽产品完成研发并正式投放市场是何时？,秒小兽产品于 2023 年 01 月完成研发，正式投放市场。,09d9f3f87950,701-720
src_721,timeline,65,1,NMN产品完成研发并进入批量生产是何时？,NMN产品完成研发并进入批量生产是何时？,NMN 产品于 2023 年 01 月完成研发，进入批量生产。,d2b8d65b1a91,721-740
src_721,timeline,65,2,NMN产品完成研发并进入批量生产何时发生？,NMN产品完成研发并进入批量生产是何时？,NMN 产品于 2023 年 01 月完成研发，进入批量生产。,d2b8d65b1a91,721-740
src_721,timeline,65,3,请问NMN产品完成研发并进入批量生产是什么时候的？,NMN产品完成研发并进入批量生产是何时？,NMN 产品于 2023 年 01 月完成研发，进入批量生产。,d2b8d65b1a91,721-740
src_721,timeline,65,4,NMN产品完成研发并进入批量生产的时间是？,NMN产品完成研发并进入批量生产是何时？,NMN 产品于 2023 年 01 月完成研发，进入批量生产。,d2b8d65b1a91,721-740
src_741,timeline,65,1,中科生创集团获得支持建设“国家区域干细胞与再生医学临床应用试点”的政策批复是何时？,中科生创集团获得支持建设“国家区域干细胞与再生医学临床应用试点”的政策批复是何时？,中科生创集团于 2023 年 01 月获得关于支持建设 “国家区域干细胞与再生医学临床应用试点” 的复函批复。,91444a098c1f,741-760
src_741,timeline,65,2,中科生创集团获得支持建设“国家区域干细胞与再生医学临床应用试点”的政策批复何时发生？,中科生创集团获得支持建设“国家区域干细胞与再生医学临床应用试点”的政策批复是何时？,中科生创集团于 2023 年 01 月获得关于支持建设 “国家区域干细胞与再生医学临床应用试点” 的复函批复。,91444a098c1f,741-760
src_741,timeline,65,3,请问中科生创集团获得支持建设“国家区域干细胞与再生医学临床应用试点”的政策批复是什么时候的？,中科生创集团获得支持建设“国家区域干细胞与再生医学临床应用试点”的政策批复是何时？,中科生创集团于 2023 年 01 月获得关于支持建设 “国家区域干细胞与再生医学临床应用试点” 的复函批复。,91444a098c1f,741-760
src_741,timeline,65,4,中科生创集团获得支持建设“国家区域干细胞与再生医学临床应用试点”的政策批复的时间是？,中科生创集团获得支持建设“国家区域干细胞与再生医学临床应用试点”的政策批复是何时？,中科生创集团于 2023 年 01 月获得关于支持建设 “国家区域干细胞与再生医学临床应用试点” 的复函批复。,91444a098c1f,741-760
src_761,timeline,65,1,中科生创集团与省科技厅共建的生物科技展厅竣工投入使用是何时？,中科生创集团与省科技厅共建的生物科技展厅竣工投入使用是何时？,中科生创集团与省科技厅共建的生物科技展厅（位于正大广场一楼）于 2023 年 05 月竣工投入使用。,8555cb4c165a,761-780
src_761,timeline,65,2,中科生创集团与省科技厅共建的生物科技展厅竣工投入使用何时发生？,中科生创集团与省科技厅共建的生物科技展厅竣工投入使用是何时？,中科生创集团与省科技厅共建的生物科技展厅（位于正大广场一楼）于 2023 年 05 月竣工投入使用。,8555cb4c165a,761-780
src_761,timeline,65,3,请问中科生创集团与省科技厅共建的生物科技展厅竣工投入使用是什么时候的？,中科生创集团与省科技厅共建的生物科技展厅竣工投入使用是何时？,中科生创集团与省科技厅共建的生物科技展厅（位于正大广场一楼）于 2023 年 05 月竣工投入使用。,8555cb4c165a,761-780
src_761,timeline,65,4,中科生创集团与省科技厅共建的生物科技展厅竣工投入使用的时间是？,中科生创集团与省科技厅共建的生物科技展厅竣工投入使用是何时？,中科生创集团与省科技厅共建的生物科技展厅（位于正大广场一楼）于 2023 年 05 月竣工投入使用。,8555cb4c165a,761-780
src_781,timeline,65,1,国家区域干细胞与再生医学临床应用试点举行揭牌仪式是何时？,国家区域干细胞与再生医学临床应用试点举行揭牌仪式是何时？,国家区域干细胞与再生医学临床应用试点于 2023 年 05 月举行揭牌仪式。,e3f5e6da393c,781-800
src_781,timeline,65,2,国家区域干细胞与再生医学临床应用试点举行揭牌仪式何时发生？,国家区域干细胞与再生医学临床应用试点举行揭牌仪式是何时？,国家区域干细胞与再生医学临床应用试点于 2023 年 05 月举行揭牌仪式。,e3f5e6da393c,781-800
src_781,timeline,65,3,请问国家区域干细胞与再生医学临床应用试点举行揭牌仪式是什么时候的？,国家区域干细胞与再生医学临床应用试点举行揭牌仪式是何时？,国家区域干细胞与再生医学临床应用试点于 2023 年 05 月举行揭牌仪式。,e3f5e6da393c,781-800
src_781,timeline,65,4,国家区域干细胞与再生医学临床应用试点举行揭牌仪式的时间是？,国家区域干细胞与再生医学临床应用试点举行揭牌仪式是何时？,国家区域干细胞与再生医学临床应用试点于 2023 年 05 月举行揭牌仪式。,e3f5e6da393c,781-800
src_801,timeline,65,1,ALS“渐冻症”基因治疗药物临床试验项目启动是何时？,ALS“渐冻症”基因治疗药物临床试验项目启动是何时？,ALS “渐冻症” 基因治疗药物临床试验项目于 2023 年 08 月启动。,688984858e49,801-820
src_801,timeline,65,2,ALS“渐冻症”基因治疗药物临床试验项目启动何时发生？,ALS“渐冻症”基因治疗药物临床试验项目启动是何时？,ALS “渐冻症” 基因治疗药物临床试验项目于 2023 年 08 月启动。,688984858e49,801-820
src_801,timeline,65,3,请问ALS“渐冻症”基因治疗药物临床试验项目启动是什么时候的？,ALS“渐冻症”基因治疗药物临床试验项目启动是何时？,ALS “渐冻症” 基因治疗药物临床试验项目于 2023 年 08 月启动。,688984858e49,801-820
src_801,timeline,65,4,ALS“渐冻症”基因治疗药物临床试验项目启动的时间是？,ALS“渐冻症”基因治疗药物临床试验项目启动是何时？,ALS “渐冻症” 基因治疗药物临床试验项目于 2023 年 08 月启动。,688984858e49,801-820
src_821,timeline,65,1,中科生创集团建立精准医学检测中心是何时？,中科生创集团建立精准医学检测中心是何时？,中科生创集团于 2023 年 10 月建立精准医学检测中心。,8aa56511f915,821-840
src_821,timeline,65,2,中科生创集团建立精准医学检测中心何时发生？,中科生创集团建立精准医学检测中心是何时？,中科生创集团于 2023 年 10 月建立精准医学检测中心。,8aa56511f915,821-840
src_821,timeline,65,3,请问中科生创集团建立精准医学检测中心是什么时候的？,中科生创集团建立精准医学检测中心是何时？,中科生创集团于 2023 年 10 月建立精准医学检测中心。,8aa56511f915,821-840
src_821,timeline,65,4,中科生创集团建立精准医学检测中心的时间是？,中科生创集团建立精准医学检测中心是何时？,中科生创集团于 2023 年 10 月建立精准医学检测中心。,8aa56511f915,821-840
src_841,timeline,65,1,中科生创集团获得支持建设“国际医疗旅游试点”的批复是何时？,中科生创集团获得支持建设“国际医疗旅游试点”的批复是何时？,中科生创集团于 2024 年 02 月获得关于支持建设 “国际医疗旅游试点” 的批复。,a6c1b4298cc8,841-860
src_841,timeline,65,2,中科生创集团获得支持建设“国际医疗旅游试点”的批复何时发生？,中科生创集团获得支持建设“国际医疗旅游试点”的批复是何时？,中科生创集团于 2024 年 02 月获得关于支持建设 “国际医疗旅游试点” 的批复。,a6c1b4298cc8,841-860
src_841,timeline,65,3,请问中科生创集团获得支持建设“国际医疗旅游试点”的批复是什么时候的？,中科生创集团获得支持建设“国际医疗旅游试点”的批复是何时？,中科生创集团于 2024 年 02 月获得关于支持建设 “国际医疗旅游试点” 的批复。,a6c1b4298cc8,841-860
src_841,timeline,65,4,中科生创集团获得支持建设“国际医疗旅游试点”的批复的时间是？,中科生创集团获得支持建设“国际医疗旅游试点”的批复是何时？,中科生创集团于 2024 年 02 月获得关于支持建设 “国际医疗旅游试点” 的批复。,a6c1b4298cc8,841-860
src_861,timeline,65,1,中科生创（福州）基因科技有限公司成立是何时？,中科生创（福州）基因科技有限公司成立是何时？,中科生创（福州）基因科技有限公司于 2024 年 02 月成立。,c8960a3ebdd7,861-880
src_861,timeline,65,2,中科生创（福州）基因科技有限公司成立何时发生？,中科生创（福州）基因科技有限公司成立是何时？,中科生创（福州）基因科技有限公司于 2024 年 02 月成立。,c8960a3ebdd7,861-880
src_861,timeline,65,3,请问中科生创（福州）基因科技有限公司成立是什么时候的？,中科生创（福州）基因科技有限公司成立是何时？,中科生创（福州）基因科技有限公司于 2024 年 02 月成立。,c8960a3ebdd7,861-880
src_861,timeline,65,4,中科生创（福州）基因科技有限公司成立的时间是？,中科生创（福州）基因科技有限公司成立是何时？,中科生创（福州）基因科技有限公司于 2024 年 02 月成立。,c8960a3ebdd7,861-880
src_881,timeline,65,1,中科生创集团的MSC干细胞获得中检院权威认证是何时？,中科生创集团的MSC干细胞获得中检院权威认证是何时？,2024 年 05 月，受福建省药品监督管理局的委托，中检院对中科生创集团的 MSC 干细胞开展抽样检测，经中检院权威认证产品质量超过国家标准。,f8909377a91f,881-900
src_881,timeline,65,2,中科生创集团的MSC干细胞获得中检院权威认证何时发生？,中科生创集团的MSC干细胞获得中检院权威认证是何时？,2024 年 05 月，受福建省药品监督管理局的委托，中检院对中科生创集团的 MSC 干细胞开展抽样检测，经中检院权威认证产品质量超过国家标准。,f8909377a91f,881-900
src_881,timeline,65,3,请问中科生创集团的MSC干细胞获得中检院权威认证是什么时候的？,中科生创集团的MSC干细胞获得中检院权威认证是何时？,2024 年 05 月，受福建省药品监督管理局的委托，中检院对中科生创集团的 MSC 干细胞开展抽样检测，经中检院权威认证产品质量超过国家标准。,f8909377a91f,881-900
src_881,timeline,65,4,中科生创集团的MSC干细胞获得中检院权威认证的时间是？,中科生创集团的MSC干细胞获得中检院权威认证是何时？,2024 年 05 月，受福建省药品监督管理局的委托，中检院对中科生创集团的 MSC 干细胞开展抽样检测，经中检院权威认证产品质量超过国家标准。,f8909377a91f,881-900
src_901,timeline,65,1,中科国际健康管理中心创立是何时？,中科国际健康管理中心创立是何时？,2024 年 06 月，在市政府的指导下，福州市鼓楼区城建投资发展集团与中科生创集团共同创立了中科国际健康管理中心。,d3d187604684,901-920
src_901,timeline,65,2,中科国际健康管理中心创立何时发生？,中科国际健康管理中心创立是何时？,2024 年 06 月，在市政府的指导下，福州市鼓楼区城建投资发展集团与中科生创集团共同创立了中科国际健康管理中心。,d3d187604684,901-920
src_901,timeline,65,3,请问中科国际健康管理中心创立是什么时候的？,中科国际健康管理中心创立是何时？,2024 年 06 月，在市政府的指导下，福州市鼓楼区城建投资发展集团与中科生创集团共同创立了中科国际健康管理中心。,d3d187604684,901-920
src_901,timeline,65,4,中科国际健康管理中心创立的时间是？,中科国际健康管理中心创立是何时？,2024 年 06 月，在市政府的指导下，福州市鼓楼区城建投资发展集团与中科生创集团共同创立了中科国际健康管理中心。,d3d187604684,901-920
src_921,timeline,65,1,中科生创集团成立AI实验室是何时？,中科生创集团成立AI实验室是何时？,中科生创集团于 2025 年 02 月成立 AI 实验室，并通过各平台和资源，实现大模型在多产品、技术、AI 实验室等多场景应用。,1190cee6fbf6,921-940
src_921,timeline,65,2,中科生创集团成立AI实验室何时发生？,中科生创集团成立AI实验室是何时？,中科生创集团于 2025 年 02 月成立 AI 实验室，并通过各平台和资源，实现大模型在多产品、技术、AI 实验室等多场景应用。,1190cee6fbf6,921-940
src_921,timeline,65,3,请问中科生创集团成立AI实验室是什么时候的？,中科生创集团成立AI实验室是何时？,中科生创集团于 2025 年 02 月成立 AI 实验室，并通过各平台和资源，实现大模型在多产品、技术、AI 实验室等多场景应用。,1190cee6fbf6,921-940
src_921,timeline,65,4,中科生创集团成立AI实验室的时间是？,中科生创集团成立AI实验室是何时？,中科生创集团于 2025 年 02 月成立 AI 实验室，并通过各平台和资源，实现大模型在多产品、技术、AI 实验室等多场景应用。,1190cee6fbf6,921-940
src_941,timeline,65,1,请说说中科生创集团的发展历程？,请说说中科生创集团的发展历程？,中科生创集团发展历程如下： 1. 2021.11：注册成立中科生创集团； 2. 2022.01：获得福州市鼓楼区定向招商； 3. 2022.06：获得福州长乐滨海新区定向招商； 4. 2022.07：集团行政办公区交付使用； 5. 2022.09：研究实验基地交付使用； 6. 2022.12：获得支持建设福建省区细胞组织库及细胞制备中心的复函，李凌松、郭继彤教授等专家团队到岗，福建省区域细胞组织库及制备中心组建成立，中科生创科技创新中心由姜标院士揭幕启动，中科生创（澳门）生物科技有限公司正式投入运营； 7. 2023.01：秒小兽产品完成研发并投放市场，NMN 产品完成研发并进入批量生产，获得支持建设 “国家区域干细胞与再生医学临床应用试点” 的复函； 8. 2023.05：正大广场一楼与省科技厅共建的生物科技展厅竣工投入使用，国家区域干细胞与再生医学临床应用试点举行揭牌仪式； 9. 2023.08：ALS “渐冻症” 基因治疗药物临床试验项目启动； 10. 2023.10：建立精准医学检测中心； 11. 2024.02：获得支持建设 “国际医疗旅游试点” 批复，成立中科生创（福州）基因科技有限公司； 12. 2024.05：中检院对 MSC 干细胞抽样检测，认证产品质量超国家标准； 13. 2024.06：与福州市鼓楼区城建投资发展集团共同创立中科国际健康管理中心； 14. 2025.02：成立 AI 实验室，实现大模型在多场景应用。,465594c8c390,941-960
src_941,timeline,65,2,请简述中科生创集团的发展历程（2021-2025）？,请说说中科生创集团的发展历程？,中科生创集团发展历程如下： 1. 2021.11：注册成立中科生创集团； 2. 2022.01：获得福州市鼓楼区定向招商； 3. 2022.06：获得福州长乐滨海新区定向招商； 4. 2022.07：集团行政办公区交付使用； 5. 2022.09：研究实验基地交付使用； 6. 2022.12：获得支持建设福建省区细胞组织库及细胞制备中心的复函，李凌松、郭继彤教授等专家团队到岗，福建省区域细胞组织库及制备中心组建成立，中科生创科技创新中心由姜标院士揭幕启动，中科生创（澳门）生物科技有限公司正式投入运营； 7. 2023.01：秒小兽产品完成研发并投放市场，NMN 产品完成研发并进入批量生产，获得支持建设 “国家区域干细胞与再生医学临床应用试点” 的复函； 8. 2023.05：正大广场一楼与省科技厅共建的生物科技展厅竣工投入使用，国家区域干细胞与再生医学临床应用试点举行揭牌仪式； 9. 2023.08：ALS “渐冻症” 基因治疗药物临床试验项目启动； 10. 2023.10：建立精准医学检测中心； 11. 2024.02：获得支持建设 “国际医疗旅游试点” 批复，成立中科生创（福州）基因科技有限公司； 12. 2024.05：中检院对 MSC 干细胞抽样检测，认证产品质量超国家标准； 13. 2024.06：与福州市鼓楼区城建投资发展集团共同创立中科国际健康管理中心； 14. 2025.02：成立 AI 实验室，实现大模型在多场景应用。,465594c8c390,941-960
src_941,timeline,65,3,请介绍一下中科生创集团从2021年到2025年的发展历程？,请说说中科生创集团的发展历程？,中科生创集团发展历程如下： 1. 2021.11：注册成立中科生创集团； 2. 2022.01：获得福州市鼓楼区定向招商； 3. 2022.06：获得福州长乐滨海新区定向招商； 4. 2022.07：集团行政办公区交付使用； 5. 2022.09：研究实验基地交付使用； 6. 2022.12：获得支持建设福建省区细胞组织库及细胞制备中心的复函，李凌松、郭继彤教授等专家团队到岗，福建省区域细胞组织库及制备中心组建成立，中科生创科技创新中心由姜标院士揭幕启动，中科生创（澳门）生物科技有限公司正式投入运营； 7. 2023.01：秒小兽产品完成研发并投放市场，NMN 产品完成研发并进入批量生产，获得支持建设 “国家区域干细胞与再生医学临床应用试点” 的复函； 8. 2023.05：正大广场一楼与省科技厅共建的生物科技展厅竣工投入使用，国家区域干细胞与再生医学临床应用试点举行揭牌仪式； 9. 2023.08：ALS “渐冻症” 基因治疗药物临床试验项目启动； 10. 2023.10：建立精准医学检测中心； 11. 2024.02：获得支持建设 “国际医疗旅游试点” 批复，成立中科生创（福州）基因科技有限公司； 12. 2024.05：中检院对 MSC 干细胞抽样检测，认证产品质量超国家标准； 13. 2024.06：与福州市鼓楼区城建投资发展集团共同创立中科国际健康管理中心； 14. 2025.02：成立 AI 实验室，实现大模型在多场景应用。,465594c8c390,941-960
